Shipment_ID,Date,Region,Transport_Mode,Priority,Shipment_Volume_kg,Distance_km,Delivery_Time_days,Transport_Cost,Handling_Cost,Total_Cost,Fuel_Cost,On_Time,Weather_Delay_days
S0237,2025-04-29 00:00:00,South,Road,Standard,380.11,1101.6,26.27,355.94,360.41,716.34,203.37,0,0
S0238,2025-04-29 12:00:00,West,Road,Standard,284.62,346.8,9.9,83.91,281.88,365.79,56.1,1,0
S0239,2025-04-30 00:00:00,North,Air,Express,440.26,998.4,3.75,1362.57,391.45,1754.01,977.0,1,0
S0240,2025-04-30 12:00:00,North,Air,Standard,527.03,1134.9,4.01,1854.16,358.6,2212.76,1284.33,1,0
S0241,2025-05-01 00:00:00,West,Road,Standard,237.44,126.6,7.83,25.56,266.41,291.97,16.69,1,2
S0242,2025-05-01 12:00:00,West,Road,Express,374.72,1163.8,27.58,370.7,335.33,706.03,284.53,0,0
S0243,2025-05-02 00:00:00,North,Road,Standard,378.3,431.9,14.03,138.88,334.32,473.2,79.63,1,2
S0244,2025-05-02 12:00:00,East,Road,Express,627.11,608.7,15.58,324.48,434.16,758.65,244.14,1,0
S0245,2025-05-03 00:00:00,East,Road,Standard,282.72,166.5,5.75,40.01,329.01,369.02,29.37,1,0
S0246,2025-05-03 12:00:00,West,Road,Express,214.2,1264.4,29.81,230.21,330.07,560.28,148.84,0,0
S0247,2025-05-04 00:00:00,East,Air,Standard,394.3,858.7,2.51,1049.58,286.9,1336.48,614.17,1,0
S0248,2025-05-04 12:00:00,South,Road,Express,457.38,776.8,19.19,302.0,403.98,705.98,176.93,1,0
S0249,2025-05-05 00:00:00,South,Rail,Standard,360.33,1454.1,28.06,288.17,188.68,476.85,219.59,0,0
S0250,2025-05-05 12:00:00,South,Road,Express,647.37,528.4,12.77,290.75,506.14,796.89,175.54,1,0
S0251,2025-05-06 00:00:00,East,Rail,Express,282.29,1340.5,26.67,208.13,191.1,399.23,156.32,0,0
S0252,2025-05-06 12:00:00,West,Road,Standard,364.56,1090.7,28.48,338.0,296.89,634.88,225.02,0,2
S0253,2025-05-07 00:00:00,South,Air,Express,158.9,1395.7,4.75,687.49,148.31,835.8,451.13,1,3
S0254,2025-05-07 12:00:00,North,Air,Standard,208.4,1365.4,3.05,882.08,224.91,1106.99,610.83,1,0
S0255,2025-05-08 00:00:00,North,Road,Standard,238.18,1486.9,38.1,301.03,288.75,589.78,180.46,0,0
S0256,2025-05-08 12:00:00,East,Road,Express,304.97,232.2,8.89,60.2,204.16,264.36,39.04,1,1
S0257,2025-05-09 00:00:00,West,Road,Standard,171.85,1202.2,29.56,175.6,198.34,373.94,134.49,0,0
S0258,2025-05-09 12:00:00,North,Road,Standard,437.35,1214.6,29.89,451.52,337.44,788.96,273.08,0,0
S0259,2025-05-10 00:00:00,North,Air,Standard,227.98,980.8,3.63,693.17,316.54,1009.7,528.17,1,0
S0260,2025-05-10 12:00:00,East,Road,Standard,844.03,447.1,10.22,320.79,603.64,924.43,249.79,1,0
S0261,2025-05-11 00:00:00,North,Rail,Express,231.91,1449.1,27.29,184.83,194.57,379.41,103.87,0,0
S0262,2025-05-11 12:00:00,West,Road,Standard,346.91,338.5,8.83,99.8,289.59,389.4,67.09,1,0
S0263,2025-05-12 00:00:00,South,Road,Standard,326.59,769.4,19.75,213.58,369.65,583.23,125.91,1,0
S0264,2025-05-12 12:00:00,North,Road,Standard,199.78,801.4,19.86,136.08,262.02,398.1,94.3,1,0
S0265,2025-05-13 00:00:00,West,Rail,Standard,305.53,276.3,6.99,46.43,246.72,293.15,36.1,1,0
S0266,2025-05-13 12:00:00,North,Rail,Express,303.73,1094.9,19.95,182.91,275.04,457.94,138.33,1,0
S0267,2025-05-14 00:00:00,South,Road,Express,500.0,169.7,3.2,72.14,384.42,456.56,55.02,1,0
S0268,2025-05-14 12:00:00,North,Road,Standard,401.24,1051.9,27.89,358.77,316.47,675.24,214.93,0,2
S0269,2025-05-15 00:00:00,North,Rail,Standard,434.36,1279.0,23.0,305.55,281.94,587.49,206.16,1,1
S0270,2025-05-15 12:00:00,North,Road,Standard,494.9,550.1,13.24,231.41,361.7,593.11,139.78,1,0
S0271,2025-05-16 00:00:00,North,Air,Standard,437.65,1075.8,4.17,1459.48,423.22,1882.7,1104.63,1,0
S0272,2025-05-16 12:00:00,North,Road,Standard,373.26,268.9,8.75,85.31,308.14,393.45,50.67,1,0
S0273,2025-05-17 00:00:00,North,Road,Standard,237.12,1275.1,31.78,257.0,245.77,502.77,150.45,0,0
S0274,2025-05-17 12:00:00,East,Road,Standard,362.14,1430.0,36.57,440.17,325.5,765.67,243.32,0,0
S0275,2025-05-18 00:00:00,East,Road,Standard,215.86,262.9,10.06,48.24,338.54,386.78,28.55,1,0
S0276,2025-05-18 12:00:00,South,Road,Standard,316.62,1050.1,24.84,282.61,294.54,577.15,167.77,0,0
S0277,2025-05-19 00:00:00,South,Road,Standard,297.27,778.5,19.21,196.72,332.73,529.45,111.7,1,0
S0278,2025-05-19 12:00:00,South,Air,Express,306.3,816.0,2.31,774.8,261.55,1036.35,580.78,1,1
S0279,2025-05-20 00:00:00,West,Road,Standard,172.71,1071.5,26.7,157.29,203.32,360.61,114.73,0,0
S0280,2025-05-20 12:00:00,West,Road,Standard,70.53,753.6,19.36,45.18,159.36,204.53,27.49,1,0
S0281,2025-05-21 00:00:00,North,Road,Express,271.6,916.5,22.88,211.58,234.55,446.13,154.49,1,0
S0282,2025-05-21 12:00:00,North,Road,Express,548.95,377.1,9.92,175.97,412.76,588.72,113.87,1,0
S0283,2025-05-22 00:00:00,North,Road,Standard,344.51,592.6,16.62,173.54,349.44,522.98,126.4,1,0
S0284,2025-05-22 12:00:00,North,Road,Standard,530.31,1303.3,33.41,587.45,375.65,963.1,366.74,0,0
S0285,2025-05-23 00:00:00,East,Rail,Standard,216.55,200.5,5.57,23.88,239.11,262.98,16.23,1,0
S0286,2025-05-23 12:00:00,South,Road,Standard,265.21,912.5,23.57,205.7,297.76,503.46,131.19,1,0
S0287,2025-05-24 00:00:00,North,Air,Standard,868.44,309.1,3.16,832.04,560.54,1392.58,493.54,1,0
S0288,2025-05-24 12:00:00,South,Road,Standard,222.96,1275.9,33.14,241.81,291.92,533.73,165.56,0,0
S0289,2025-05-25 00:00:00,East,Air,Standard,430.41,885.4,2.7,1181.38,360.01,1541.38,853.77,1,0
S0290,2025-05-25 12:00:00,North,Road,Standard,430.1,628.5,14.98,229.75,349.12,578.87,166.16,1,0
S0291,2025-05-26 00:00:00,West,Road,Express,408.21,404.7,9.77,140.44,254.15,394.58,88.75,1,0
S0292,2025-05-26 12:00:00,North,Rail,Standard,432.96,677.8,11.77,161.4,341.31,502.71,108.03,1,0
S0293,2025-05-27 00:00:00,West,Rail,Express,221.4,1438.1,27.59,175.12,258.49,433.61,127.08,0,0
S0294,2025-05-27 12:00:00,North,Rail,Express,277.86,783.4,13.69,119.73,351.36,471.09,67.35,1,0
S0295,2025-05-28 00:00:00,West,Road,Express,80.49,725.5,17.76,49.63,189.82,239.45,28.12,1,0
S0296,2025-05-28 12:00:00,West,Rail,Standard,637.06,1129.6,23.03,395.78,521.06,916.84,251.92,1,0
S0297,2025-05-29 00:00:00,West,Air,Express,431.75,593.4,4.06,794.23,303.05,1097.28,477.65,1,2
S0298,2025-05-29 12:00:00,West,Rail,Standard,238.32,664.0,12.14,87.04,245.37,332.4,55.37,1,0
S0299,2025-05-30 00:00:00,West,Road,Standard,217.71,531.9,14.63,98.44,294.67,393.11,56.26,1,1
S0300,2025-05-30 12:00:00,East,Rail,Express,553.43,260.3,6.43,79.24,384.44,463.68,54.37,1,0
S0301,2025-05-31 00:00:00,West,Rail,Standard,230.25,1082.2,21.42,137.04,290.07,427.12,96.55,1,0
S0302,2025-05-31 12:00:00,North,Air,Standard,237.95,1314.6,6.02,969.74,283.87,1253.62,709.97,1,2
S0303,2025-06-01 00:00:00,East,Road,Standard,195.6,1362.2,33.53,226.47,239.94,466.41,158.44,0,0
S0304,2025-06-01 12:00:00,South,Road,Express,469.71,1326.0,29.91,529.4,363.55,892.95,339.44,0,0
S0305,2025-06-02 00:00:00,West,Rail,Standard,526.67,699.6,18.26,202.65,365.28,567.94,155.04,1,3
S0306,2025-06-02 12:00:00,South,Road,Standard,298.14,454.7,11.95,115.24,363.87,479.11,82.63,1,0
S0307,2025-06-03 00:00:00,South,Rail,Express,528.27,971.4,16.74,282.23,438.98,721.21,189.48,1,0
S0308,2025-06-03 12:00:00,East,Road,Standard,392.13,1433.9,35.84,477.93,351.0,828.93,285.6,0,0
S0309,2025-06-04 00:00:00,North,Road,Standard,189.8,1101.5,29.39,177.7,205.81,383.51,124.26,0,0
S0310,2025-06-04 12:00:00,North,Rail,Standard,615.28,762.5,14.87,258.02,460.11,718.13,177.03,1,0
S0311,2025-06-05 00:00:00,South,Road,Express,194.58,1045.7,27.57,172.94,234.43,407.38,122.3,0,0
S0312,2025-06-05 12:00:00,South,Road,Standard,308.48,1167.9,30.03,306.24,307.66,613.9,223.45,0,1
S0313,2025-06-06 00:00:00,North,Rail,Standard,298.55,1382.1,26.41,226.95,317.25,544.2,172.59,0,0
S0314,2025-06-06 12:00:00,South,Rail,Standard,273.73,1154.3,22.05,173.78,235.34,409.12,133.51,1,0
S0315,2025-06-07 00:00:00,South,Air,Express,117.79,672.5,2.8,245.55,118.79,364.33,170.64,1,0
S0316,2025-06-07 12:00:00,South,Road,Standard,782.03,439.5,10.96,292.12,553.91,846.03,225.57,1,0
S0317,2025-06-08 00:00:00,South,Road,Standard,126.11,769.8,19.96,82.52,110.74,193.26,62.69,1,2
S0318,2025-06-08 12:00:00,East,Air,Express,633.41,519.1,3.49,1019.37,453.81,1473.18,561.26,1,0
S0319,2025-06-09 00:00:00,South,Road,Standard,214.1,1416.4,33.99,257.77,214.84,472.61,179.58,0,0
S0320,2025-06-09 12:00:00,West,Road,Standard,249.16,781.6,20.38,165.54,279.16,444.7,97.84,1,1
S0321,2025-06-10 00:00:00,West,Road,Standard,604.15,729.2,19.86,374.47,541.5,915.97,231.38,1,1
S0322,2025-06-10 12:00:00,South,Road,Express,411.94,548.4,17.42,192.01,259.06,451.07,118.74,1,2
S0323,2025-06-11 00:00:00,South,Air,Standard,161.64,973.5,3.37,487.83,311.24,799.07,322.51,1,0
S0324,2025-06-11 12:00:00,East,Rail,Standard,159.96,799.3,14.47,70.32,197.49,267.81,38.85,1,0
S0325,2025-06-12 00:00:00,West,Rail,Standard,383.84,228.4,6.09,48.22,346.76,394.98,29.14,1,0
S0326,2025-06-12 12:00:00,East,Road,Standard,192.91,1309.0,30.84,214.65,162.43,377.09,119.5,0,0
S0327,2025-06-13 00:00:00,West,Road,Express,421.04,564.2,15.68,201.9,396.43,598.33,141.26,1,1
S0328,2025-06-13 12:00:00,East,Road,Standard,441.28,671.6,16.74,251.9,364.57,616.47,190.07,1,0
S0329,2025-06-14 00:00:00,East,Road,Standard,225.31,340.3,9.93,65.17,241.15,306.32,50.8,1,0
S0330,2025-06-14 12:00:00,South,Road,Express,255.69,848.0,23.03,184.29,173.45,357.74,120.37,1,2
S0331,2025-06-15 00:00:00,East,Road,Standard,389.73,1065.0,29.19,352.8,337.67,690.48,215.15,0,3
S0332,2025-06-15 12:00:00,North,Road,Standard,220.48,1326.5,31.9,248.6,279.33,527.92,185.51,0,0
S0333,2025-06-16 00:00:00,East,Road,Standard,344.74,115.3,8.39,33.8,298.97,332.77,19.47,1,2
S0334,2025-06-16 12:00:00,West,Rail,Standard,893.85,1461.1,28.94,718.28,664.46,1382.74,556.01,0,0
S0335,2025-06-17 00:00:00,North,Road,Standard,398.5,1067.6,27.89,361.61,390.16,751.77,258.34,0,0
S0336,2025-06-17 12:00:00,East,Road,Standard,275.58,455.1,11.64,106.6,242.72,349.32,70.99,1,0
S0337,2025-06-18 00:00:00,North,Rail,Standard,820.24,338.5,11.21,152.72,642.91,795.64,87.39,1,3
S0338,2025-06-18 12:00:00,East,Rail,Standard,485.5,472.3,11.23,126.11,389.06,515.18,69.89,1,2
S0339,2025-06-19 00:00:00,North,Rail,Standard,195.23,1318.6,27.42,141.58,229.61,371.19,95.6,0,0
S0340,2025-06-19 12:00:00,West,Road,Standard,213.59,465.4,14.91,84.5,241.93,326.43,54.52,1,0
S0341,2025-06-20 00:00:00,North,Rail,Standard,133.74,715.7,14.25,52.65,196.68,249.32,39.16,1,0
S0342,2025-06-20 12:00:00,West,Road,Express,386.4,1070.4,27.22,351.55,214.16,565.71,245.29,0,0
S0343,2025-06-21 00:00:00,West,Road,Standard,107.07,1313.1,30.44,119.51,170.54,290.05,77.6,0,1
S0344,2025-06-21 12:00:00,East,Road,Express,819.75,1001.5,25.4,697.85,509.49,1207.33,420.09,0,0
S0345,2025-06-22 00:00:00,West,Road,Standard,291.63,1139.5,28.87,282.48,353.58,636.06,186.58,0,0
S0346,2025-06-22 12:00:00,West,Road,Express,499.63,293.1,8.92,124.46,466.17,590.63,73.12,1,0
S0347,2025-06-23 00:00:00,West,Road,Standard,279.03,1321.0,31.29,313.31,311.8,625.11,220.39,0,0
S0348,2025-06-23 12:00:00,North,Rail,Standard,383.2,442.6,9.47,93.27,320.03,413.3,64.29,1,0
S0349,2025-06-24 00:00:00,East,Road,Standard,310.5,227.4,8.14,60.03,245.42,305.44,44.2,1,3
S0350,2025-06-24 12:00:00,North,Road,Standard,340.04,1465.3,36.24,423.53,277.43,700.97,276.73,0,0
S0351,2025-06-25 00:00:00,East,Road,Standard,572.89,334.4,8.56,162.84,522.51,685.34,100.0,1,0
S0352,2025-06-25 12:00:00,North,Road,Standard,703.56,239.5,8.85,143.23,475.81,619.04,106.33,1,0
S0353,2025-06-26 00:00:00,East,Road,Express,677.49,954.0,27.14,549.37,386.62,935.98,389.46,0,2
S0354,2025-06-26 12:00:00,East,Road,Standard,1224.76,505.5,13.68,526.29,839.98,1366.27,375.01,1,1
S0355,2025-06-27 00:00:00,South,Road,Express,232.39,234.7,8.24,46.36,315.34,361.7,31.13,1,1
S0356,2025-06-27 12:00:00,East,Rail,Express,400.9,917.6,17.34,202.33,415.16,617.49,152.05,1,0
S0357,2025-06-28 00:00:00,West,Air,Express,235.05,1148.1,4.39,836.57,296.0,1132.57,503.94,1,1
S0358,2025-06-28 12:00:00,West,Road,Standard,561.74,1198.1,28.96,572.06,483.03,1055.08,367.48,0,0
S0359,2025-06-29 00:00:00,South,Rail,Standard,199.96,267.0,6.97,29.37,232.36,261.73,21.53,1,0
S0360,2025-06-29 12:00:00,East,Air,Standard,577.63,853.0,0.99,1527.47,344.26,1871.73,886.82,1,0
S0361,2025-06-30 00:00:00,West,Air,Standard,366.12,1228.0,2.19,1393.73,322.62,1716.35,1025.6,1,0
S0362,2025-06-30 12:00:00,North,Road,Express,319.03,275.2,9.45,74.62,323.44,398.06,47.09,1,3
S0363,2025-07-01 00:00:00,North,Air,Standard,336.76,343.2,4.43,358.3,299.13,657.44,207.41,1,3
S0364,2025-07-01 12:00:00,North,Air,Standard,182.48,43.5,0.89,24.62,212.23,236.85,13.99,1,0
S0365,2025-07-02 00:00:00,East,Rail,Standard,190.25,806.0,14.9,84.34,181.25,265.59,62.74,1,0
S0366,2025-07-02 12:00:00,South,Road,Express,369.24,324.2,11.55,101.76,278.0,379.76,74.19,1,1
S0367,2025-07-03 00:00:00,West,Road,Standard,368.05,1097.4,30.77,343.31,405.14,748.45,211.56,0,3
S0368,2025-07-03 12:00:00,East,Road,Standard,240.31,1444.8,34.94,295.12,336.51,631.64,170.22,0,0
S0369,2025-07-04 00:00:00,South,Road,Express,290.09,344.8,9.7,85.02,279.43,364.45,51.59,1,0
S0370,2025-07-04 12:00:00,West,Road,Express,416.96,987.7,25.92,350.05,362.0,712.04,209.67,0,0
S0371,2025-07-05 00:00:00,West,Road,Standard,219.89,349.3,12.01,65.28,196.8,262.08,46.91,1,1
S0372,2025-07-05 12:00:00,South,Road,Express,125.78,66.3,3.34,7.09,218.1,225.19,4.25,1,0
S0373,2025-07-06 00:00:00,South,Road,Express,648.0,1147.5,29.69,632.03,555.58,1187.62,379.03,0,0
S0374,2025-07-06 12:00:00,South,Rail,Standard,381.62,673.6,12.38,141.39,261.07,402.46,78.81,1,0
S0375,2025-07-07 00:00:00,North,Road,Express,261.7,1422.3,34.15,316.38,284.81,601.19,217.44,0,0
S0376,2025-07-07 12:00:00,North,Road,Standard,234.69,820.1,21.85,163.59,273.34,436.93,115.9,1,0
S0377,2025-07-08 00:00:00,West,Rail,Standard,218.83,269.9,6.74,32.49,264.1,296.58,22.75,1,1
S0378,2025-07-08 12:00:00,South,Rail,Standard,560.69,696.7,15.33,214.84,502.3,717.14,146.26,1,0
S0379,2025-07-09 00:00:00,South,Air,Standard,167.17,336.2,2.73,174.24,303.56,477.8,134.54,1,0
S0380,2025-07-09 12:00:00,East,Air,Standard,400.41,1321.9,5.12,1640.85,329.72,1970.56,1080.87,1,0
S0381,2025-07-10 00:00:00,East,Air,Standard,400.24,1048.7,4.37,1301.2,370.43,1671.63,973.08,1,1
S0382,2025-07-10 12:00:00,West,Road,Standard,473.74,538.2,13.95,216.73,384.35,601.08,151.4,1,0
S0383,2025-07-11 00:00:00,West,Road,Standard,274.06,810.6,19.41,188.84,242.29,431.12,107.51,1,0
S0384,2025-07-11 12:00:00,South,Road,Standard,621.71,1017.4,26.24,537.67,474.13,1011.8,395.9,0,0
S0385,2025-07-12 00:00:00,South,Road,Standard,480.4,1183.0,28.59,483.05,414.44,897.49,330.61,0,0
S0386,2025-07-12 12:00:00,West,Air,Standard,269.54,157.0,2.83,131.2,278.01,409.2,91.88,1,0
S0387,2025-07-13 00:00:00,East,Road,Standard,229.28,72.9,2.79,14.2,206.45,220.66,8.4,1,0
S0388,2025-07-13 12:00:00,West,Road,Standard,310.92,207.1,8.51,54.73,270.15,324.88,35.61,1,2
S0389,2025-07-14 00:00:00,North,Road,Express,265.14,616.7,19.1,138.98,245.31,384.29,104.59,1,2
S0390,2025-07-14 12:00:00,West,Road,Standard,210.93,721.4,18.05,129.34,198.1,327.44,77.55,1,0
S0391,2025-07-15 00:00:00,East,Road,Express,344.0,239.2,7.07,69.95,323.31,393.26,38.48,1,1
S0392,2025-07-15 12:00:00,North,Road,Standard,291.02,640.3,15.15,158.39,298.88,457.27,96.49,1,0
S0393,2025-07-16 00:00:00,East,Air,Standard,692.21,684.8,1.69,1469.41,544.79,2014.21,972.95,1,0
S0394,2025-07-16 12:00:00,East,Road,Express,264.93,199.3,4.19,44.87,227.12,271.99,33.16,1,1
S0395,2025-07-17 00:00:00,North,Rail,Express,228.26,1378.3,26.0,173.04,219.56,392.59,120.77,0,0
S0396,2025-07-17 12:00:00,South,Rail,Standard,333.34,914.8,18.24,167.71,373.29,541.0,127.69,1,0
S0397,2025-07-18 00:00:00,West,Road,Standard,375.86,607.3,15.29,194.01,319.32,513.33,127.03,1,0
S0398,2025-07-18 12:00:00,South,Road,Standard,389.66,780.1,20.78,258.37,335.67,594.04,165.33,1,0
S0399,2025-07-19 00:00:00,South,Rail,Standard,387.85,498.7,12.97,106.39,325.44,431.83,64.18,1,2
S0400,2025-07-19 12:00:00,South,Road,Express,338.79,1287.3,30.42,370.71,357.32,728.04,222.49,0,0
S0401,2025-07-20 00:00:00,South,Air,Express,327.02,879.5,2.03,891.63,352.59,1244.23,641.36,1,0
S0402,2025-07-20 12:00:00,West,Road,Standard,442.47,762.5,18.5,286.8,413.46,700.25,163.04,1,0
S0403,2025-07-21 00:00:00,West,Rail,Standard,201.47,1369.9,26.45,151.79,232.0,383.79,91.96,0,2
S0404,2025-07-21 12:00:00,North,Rail,Standard,229.07,1263.5,22.92,159.18,206.73,365.91,119.98,1,0
S0405,2025-07-22 00:00:00,West,Road,Standard,146.11,1226.7,30.9,152.35,287.0,439.34,104.01,0,0
S0406,2025-07-22 12:00:00,West,Road,Standard,203.11,369.4,10.71,63.77,270.25,334.02,35.76,1,0
S0407,2025-07-23 00:00:00,South,Air,Standard,534.59,263.6,4.59,436.77,393.47,830.25,310.97,1,0
S0408,2025-07-23 12:00:00,West,Road,Standard,433.64,1047.5,25.95,386.12,422.57,808.69,257.36,0,0
S0409,2025-07-24 00:00:00,North,Road,Standard,736.44,724.2,18.74,453.34,500.94,954.28,338.44,1,0
S0410,2025-07-24 12:00:00,West,Road,Standard,652.53,1038.2,25.63,575.85,542.37,1118.23,407.1,0,0
S0411,2025-07-25 00:00:00,East,Road,Standard,435.4,1150.5,29.53,425.79,425.99,851.78,234.62,0,0
S0412,2025-07-25 12:00:00,East,Rail,Express,357.0,471.2,9.75,92.51,274.88,367.39,55.26,1,1
S0413,2025-07-26 00:00:00,North,Rail,Standard,336.42,455.6,9.59,84.3,331.21,415.51,51.37,1,0
S0414,2025-07-26 12:00:00,West,Road,Standard,103.68,756.6,18.25,66.68,212.22,278.9,47.44,1,0
S0415,2025-07-27 00:00:00,North,Rail,Standard,318.65,439.4,9.45,77.01,412.93,489.93,51.37,1,0
S0416,2025-07-27 12:00:00,North,Road,Standard,249.07,1014.3,25.31,214.73,223.59,438.32,155.02,0,0
S0417,2025-07-28 00:00:00,North,Road,Standard,207.66,1130.2,26.49,199.49,298.67,498.17,133.25,0,0
S0418,2025-07-28 12:00:00,West,Road,Standard,402.74,729.2,19.08,249.62,342.29,591.91,156.09,1,0
S0419,2025-07-29 00:00:00,North,Air,Standard,300.29,1096.7,4.29,1020.96,229.3,1250.26,585.87,1,0
S0420,2025-07-29 12:00:00,West,Road,Express,346.37,785.2,18.91,231.18,305.1,536.29,137.93,1,0
S0421,2025-07-30 00:00:00,East,Road,Standard,192.59,1080.8,26.94,176.92,226.03,402.96,113.62,0,0
S0422,2025-07-30 12:00:00,North,Road,Standard,490.2,368.5,9.36,153.52,341.96,495.48,103.91,1,0
S0423,2025-07-31 00:00:00,North,Rail,Standard,264.31,1118.7,24.29,162.63,279.42,442.04,124.55,0,3
S0424,2025-07-31 12:00:00,North,Road,Express,392.63,1084.1,25.91,361.79,379.05,740.84,218.93,0,0
S0425,2025-08-01 00:00:00,East,Road,Express,275.28,429.2,13.56,100.44,282.12,382.56,70.63,1,2
S0426,2025-08-01 12:00:00,West,Rail,Standard,94.06,851.7,15.38,44.06,147.35,191.41,25.78,1,0
S0427,2025-08-02 00:00:00,North,Road,Standard,410.48,1288.8,32.62,449.65,339.08,788.74,321.13,0,0
S0428,2025-08-02 12:00:00,West,Road,Standard,309.86,404.3,11.18,106.49,290.22,396.7,58.85,1,0
S0429,2025-08-03 00:00:00,North,Road,Express,140.92,1114.5,26.88,133.51,207.29,340.79,93.57,0,0
S0430,2025-08-03 12:00:00,West,Road,Standard,180.89,1432.8,34.48,220.3,269.43,489.73,129.44,0,0
S0431,2025-08-04 00:00:00,West,Road,Standard,497.02,1304.7,32.78,551.2,405.6,956.8,326.02,0,0
S0432,2025-08-04 12:00:00,West,Air,Standard,144.51,626.2,6.04,280.52,136.36,416.88,190.35,1,3
S0433,2025-08-05 00:00:00,East,Rail,Standard,260.92,926.5,18.82,132.96,238.2,371.16,84.61,1,0
S0434,2025-08-05 12:00:00,West,Rail,Express,767.45,1488.0,28.24,628.08,549.57,1177.65,413.53,0,2
S0435,2025-08-06 00:00:00,North,Air,Standard,415.51,869.9,4.19,1120.53,399.12,1519.65,695.9,1,0
S0436,2025-08-06 12:00:00,North,Road,Standard,464.63,207.9,5.7,82.12,433.95,516.07,63.18,1,0
S0437,2025-08-07 00:00:00,North,Road,Standard,287.79,106.3,3.22,26.01,358.14,384.15,16.04,1,0
S0438,2025-08-07 12:00:00,South,Air,Standard,134.61,1193.9,3.3,498.17,199.91,698.08,336.1,1,0
S0439,2025-08-08 00:00:00,East,Road,Standard,362.31,658.5,19.86,202.79,353.62,556.41,151.38,1,2
S0440,2025-08-08 12:00:00,East,Rail,Standard,187.35,400.3,9.34,41.25,157.59,198.85,28.99,1,2
S0441,2025-08-09 00:00:00,West,Rail,Express,178.22,547.6,13.81,53.68,237.37,291.05,33.51,1,3
S0442,2025-08-09 12:00:00,North,Road,Standard,342.53,1145.8,32.29,333.59,260.0,593.59,225.86,0,3
S0443,2025-08-10 00:00:00,East,Road,Standard,194.04,719.3,17.98,118.63,223.91,342.53,67.51,1,0
S0444,2025-08-10 12:00:00,North,Road,Standard,323.84,1308.0,32.9,360.05,434.46,794.51,243.22,0,0
S0445,2025-08-11 00:00:00,South,Road,Standard,232.86,1113.0,28.27,220.3,261.74,482.03,143.02,0,1
S0446,2025-08-11 12:00:00,East,Road,Standard,318.46,1462.1,36.72,395.76,256.28,652.04,286.66,0,0
S0447,2025-08-12 00:00:00,West,Road,Standard,252.68,1337.2,33.57,287.21,277.32,564.53,213.97,0,1
S0448,2025-08-12 12:00:00,East,Rail,Standard,322.72,411.6,6.31,73.07,274.23,347.3,43.54,1,0
S0449,2025-08-13 00:00:00,North,Air,Express,626.74,1002.2,3.94,1947.23,421.47,2368.7,1107.49,1,0
S0450,2025-08-13 12:00:00,East,Rail,Standard,469.62,70.0,3.61,18.08,472.94,491.01,11.57,1,0
S0451,2025-08-14 00:00:00,North,Road,Standard,305.6,1487.0,34.82,386.27,336.09,722.35,259.9,0,0
S0452,2025-08-14 12:00:00,West,Road,Standard,579.23,421.1,11.42,207.31,454.13,661.44,131.99,1,0
S0453,2025-08-15 00:00:00,East,Road,Express,395.31,1010.6,25.4,339.57,319.79,659.36,235.86,0,0
S0454,2025-08-15 12:00:00,North,Road,Standard,560.3,1279.8,32.97,609.5,414.18,1023.68,406.11,0,0
S0455,2025-08-16 00:00:00,North,Air,Express,152.81,274.3,0.8,129.93,273.46,403.38,99.45,1,0
S0456,2025-08-16 12:00:00,North,Road,Express,195.16,1277.9,31.55,211.99,241.14,453.12,136.55,0,0
S0457,2025-08-17 00:00:00,West,Road,Standard,360.28,57.9,0.8,17.72,179.43,197.15,10.08,1,0
S0458,2025-08-17 12:00:00,South,Rail,Standard,301.94,685.3,12.45,113.81,395.01,508.82,70.5,1,0
S0459,2025-08-18 00:00:00,West,Road,Standard,323.09,729.2,17.68,200.25,305.94,506.19,138.05,1,1
S0460,2025-08-18 12:00:00,East,Road,Standard,425.91,586.2,14.24,212.21,369.7,581.91,129.21,1,0
S0461,2025-08-19 00:00:00,East,Road,Standard,362.01,896.1,23.23,275.74,368.0,643.75,168.72,1,0
S0462,2025-08-19 12:00:00,North,Rail,Standard,491.04,1375.7,27.37,371.53,411.01,782.54,233.36,0,0
S0463,2025-08-20 00:00:00,West,Rail,Standard,484.68,517.4,11.88,137.93,420.18,558.11,99.53,1,0
S0464,2025-08-20 12:00:00,South,Road,Standard,199.79,885.7,22.6,150.42,210.82,361.24,115.25,1,0
S0465,2025-08-21 00:00:00,East,Air,Standard,95.83,1321.1,3.52,392.48,117.37,509.85,247.49,1,0
S0466,2025-08-21 12:00:00,East,Air,Standard,193.35,1168.6,5.1,700.44,238.95,939.39,416.73,1,0
S0467,2025-08-22 00:00:00,East,Rail,Standard,187.1,99.5,1.38,10.24,287.33,297.57,6.62,1,0
S0468,2025-08-22 12:00:00,West,Road,Standard,334.82,1416.5,34.46,403.13,275.0,678.13,254.34,0,0
S0469,2025-08-23 00:00:00,North,Road,Express,332.76,108.1,5.11,30.58,270.26,300.84,23.78,1,0
S0470,2025-08-23 12:00:00,South,Air,Standard,293.19,899.6,2.24,817.61,336.2,1153.81,536.92,1,0
S0471,2025-08-24 00:00:00,South,Road,Standard,402.55,880.0,21.17,301.12,320.83,621.94,212.66,1,0
S0472,2025-08-24 12:00:00,South,Road,Standard,931.06,1188.1,29.41,940.28,613.61,1553.89,714.78,0,0
S0473,2025-08-25 00:00:00,North,Rail,Standard,290.08,256.7,6.3,40.96,262.75,303.71,28.45,1,0
